"name,value_euro,age,overall_rating"
"T. Sugeno,180000,34,64"
"C. Abi,925000,18,64"
"A. Henley,475000,24,64"
"C. Winchester,550000,25,64"
"Luan,525000,22,64"
"Y. Ito,475000,25,64"
"Kako Sanz,450000,25,64"
"A. Jones,625000,24,64"
"M. Benning,500000,25,64"
"Jeka,700000,20,64"
"S. Camara,450000,26,64"
"J. Biada,550000,26,64"
"N. Thomas,600000,24,64"
"A. Poúngouras,575000,23,64"
"K. Antonsen,600000,24,64"
"D. Potter,180000,34,64"
"J. Hoffman,350000,30,64"
"M. Munetsi,550000,22,64"
"Juan Ibiza,600000,23,64"
"Echu,725000,21,64"
"N. Thaller,875000,20,64"
"D. Stanese,500000,25,64"
"D. Kiki,500000,25,64"
"B. Richards-Everton,475000,27,64"
"M. Fontaine,300000,31,64"
"D. Lajud,750000,20,64"
"Stoichkov,575000,25,64"
"S. Hernández,700000,21,64"
"A. Rose,450000,29,64"
"A. Ferdinand,180000,34,64"
"T. Sandoval,975000,19,64"
"Park Tae Hong,450000,27,64"
"A. Blomqvist,500000,24,64"
"K. Bennett,475000,28,64"
"A. Ibayashi,425000,28,64"
"A. Bongiovanni,800000,19,64"
"A. Davies,180000,34,64"
"M. Kvasina,625000,22,64"
"J. Hayes,650000,23,64"
"K. Sanson,650000,21,64"
"H. Canbazoğlu,290000,31,64"
"Pablo,675000,21,64"
"A. Williams,400000,32,64"
"A. Almendra,925000,19,64"
"Dillson Teixeiro,240000,35,64"
"M. Boben,525000,25,64"
"J. Knight,775000,21,64"
"Mi Haolun,450000,26,64"
"M. Maouche,550000,26,64"
"M. Al Fehaid,375000,29,64"
"Yang Xu,400000,32,64"
"H. Mahou,800000,19,64"
"D. Stec,500000,24,64"
"F. Jensen,550000,25,64"
"M. Karlsen,475000,29,64"
"E. Banda,700000,21,64"
"C. Bell,270000,32,64"
"Kim Jungya,325000,30,64"
"S. Gregersen,550000,23,64"
"J. Wright,525000,24,64"
"J. Proctor,550000,26,64"
"Roberto López,925000,18,64"
"I. Savane,500000,25,64"
"A. Al Khaibari,775000,22,64"
"C. Johnson,525000,22,64"
"K. Wojtkowski,775000,21,64"
"M. Huber,400000,29,64"
"L. Martin,400000,32,64"
"D. Dziwniel,475000,26,64"
"L. Norris,550000,25,64"
"H. Lingani,325000,31,64"
"G. Pinaud,325000,31,64"
"H. Wright,875000,20,64"
"Luis Muñoz,650000,22,64"
"J. Galeano,425000,29,64"
"L. Vaca,,23,64"
"M. Mirahmetjan,475000,28,64"
"J. Bartkowski,425000,27,64"
"Du Wei,60000,37,64"
"J. Reeves,550000,25,64"
"P. Dimitriadis,350000,32,64"
"D. Bertrand,575000,25,64"
"G. Scamacca,725000,20,64"
"M. Multhaup,675000,22,64"
"Wang Tong,475000,26,64"
"T. Lee,350000,33,64"
"J. Sierra,725000,21,64"
"A. Borgmann,475000,24,64"
"K. Dennis,475000,28,64"
"M. Wachs,575000,23,64"
"G. Traoré,725000,19,64"
"Jesús Jiménez,550000,25,64"
"T. Müller,600000,21,64"
"J. Gundersen,600000,22,64"
"Xie Pengfei,550000,25,64"
"Edu Frias,800000,20,64"
"A. Madu,550000,25,64"
"J. Todibo,850000,19,64"
"G. Modica,450000,27,64"
"T. Brown,375000,28,64"
"Hong Jung Nam,290000,30,64"
"M. Poaty,625000,21,64"
"Dani Suárez,400000,28,64"
"M. Qasem,525000,24,64"
"Pascu,925000,18,64"
"S. Floranus,575000,20,64"
"F. Ünver,725000,22,64"
"N. Giménez,675000,23,64"
"A. Busin,675000,23,64"
"D. Connolly,625000,23,64"
"A. Melgalvis,450000,29,64"
"M. Thurnwald,600000,20,64"
"J. Ertlthaler,650000,21,64"
"T. Holmes-Dennis,525000,23,64"
"Alex Rodríguez,575000,25,64"
"N. Belvito,400000,32,64"
"M. Laurent,550000,26,64"
"A. Adam,650000,24,64"
"F. Tchenkoua,525000,26,64"
"P. Bürger,400000,31,64"
"Juli Morrinhos,425000,31,64"
"C. Psyché,350000,30,64"
"O. Kurt,600000,24,64"
"M. Greve,375000,29,64"
"Jaume,975000,21,64"
"Robert,900000,18,64"
"M. Cortés,190000,36,64"
"J. Mostasilla,450000,28,64"
"M. Musa,375000,28,64"
"S. Schiek,350000,28,64"
"S. Bösel,600000,24,64"
"K. Mensah,475000,27,64"
"B. Murphy,110000,35,64"
"P. Perina,400000,27,64"
"J. Bohui,975000,20,64"
"T. Chahed,675000,22,64"
"J. Lillis,270000,31,64"
"D. Payne,525000,23,64"
"R. Quiñonez,,26,64"
"F. Buntić,500000,22,64"
"E. Gómez,500000,24,64"
"A. Jallow,850000,20,64"
"S. Nkansah,600000,22,64"
"C. Burgess,475000,27,64"
"Iuliano Alfaro,425000,31,64"
"R. Brown,600000,23,64"
"F. Hurtado,110000,35,64"
"O. Norburn,550000,26,64"
"J. Schwadorf,525000,26,64"
"Raúl Llorente,250000,32,64"
"P. Karlsson Lagemyr,625000,22,64"
"A. Empereur,475000,24,64"
"F. Cristaldo,550000,22,64"
"M. Wdowiak,675000,22,64"
"K. Yeboah,575000,24,64"
"T. Lindenhahn,375000,28,64"
"G. Prósperi,170000,33,64"
"Jesiel,575000,25,64"
"J. Jønsson,500000,26,64"
"K. Shirai,600000,24,64"
"Ricardo Rodrigues,600000,23,64"
"I. Smith,625000,21,64"
"D. Gray,325000,30,64"
"E. Ozuna,625000,23,64"
"C. Nwakali,700000,22,64"
"B. Vécsei,600000,25,64"
"A. Al Shammari,525000,25,64"
"C. Aasbak,500000,25,64"
"M. Birighitti,375000,27,64"
"Maguinho,425000,27,64"
"L. Martínez,375000,31,64"
"T. D'Orazio,450000,28,64"
"N. Tapia,375000,28,64"
"M. Leitgeb,325000,30,64"
"P. Keita,475000,26,64"
"O. Kiomourtzoglou,650000,20,64"
"J. Esquivel,675000,21,64"
"P. Tschernegg,500000,26,64"
"W. Geubbels,1000000,17,64"
"N. Bustos,975000,20,64"
"J. Nilsson,500000,25,64"
"E. Doyle,425000,30,64"
"C. Cuesta,875000,20,64"
"P. Göbel,450000,25,64"
"L. Palmiero,725000,22,64"
"O. Mandanda,800000,20,64"
"N. Cameron,450000,27,64"
"R. Kolo-Muani,725000,20,64"
"Adrián Rocheira,140000,35,64"
"A. Deiola,675000,23,64"
"M. Evouna,575000,26,64"
"R. Harper,700000,19,64"
"E. Jónsson,350000,30,64"
"D. Schad,550000,22,64"
"A. Kamara,600000,24,64"
"Song Si Woo,575000,25,64"
"L. Hägg-Johansson,425000,24,64"
"K. Ward,475000,28,64"
"F. Rawson,525000,22,64"
"Wanderson,375000,28,64"
"Lu Lin,270000,34,64"
"Xesc Regis,750000,22,64"
"O. Fane,525000,25,64"
"D. Akpeyi,260000,33,64"
"M. Wolfram,800000,22,64"
"C. Sammon,400000,32,64"
"D. Newton,475000,27,64"
"R. Williams,550000,20,64"
"H. Mendes,625000,20,64"
"G. Acampora,600000,24,64"
"T. Anderson,500000,25,64"
"Lee Jae Kwon,425000,31,64"
"E. Johansen,425000,26,64"
"U. Meras,600000,23,64"
"Jiang Liang,350000,29,64"
"Z. Erkilinc,725000,21,64"
"K. Anderson,600000,23,64"
"A. Flores,475000,28,64"
"S. Roux,475000,26,64"
"D. McMillan,450000,30,64"
"G. Francomb,475000,27,64"
"C. Akas,525000,24,64"
"I. Abass,850000,20,64"
"Y. Segawa,625000,25,64"
"Liu Jian,180000,34,64"
"P. Twumasi,625000,24,64"
"M. Connolly,475000,27,64"
"T. Obadeyi,450000,29,64"
"Jamerson Bahia,600000,20,64"
"B. Bronico,625000,23,64"
"S. Al Qumayzi,425000,27,64"
"M. Ristić,600000,23,64"
"M. Palčič,450000,25,64"
"J. Rhyner,700000,22,64"
"J. Aspropotamitis,575000,22,64"
"B. McNamee,525000,27,64"
"D. Briceño,260000,33,64"
"P. Heerwagen,110000,35,64"
"L. Lapoussin,625000,22,64"
"J. Bachmann,500000,22,64"
"J. Bertilsson,425000,31,64"
"O. Sowunmi,500000,23,64"
"V. Janjetović,290000,31,64"
"J. Vidović,350000,30,64"
"D. Potts,525000,24,64"
"D. Powell,475000,27,64"
"Jaime Sierra,850000,20,64"
"A. Schetino,550000,24,64"
"Leonardo Freijão,140000,35,64"
"S. Salinas,250000,32,64"
"J. Tamimi,525000,24,64"
"S. Jombati,325000,31,64"
"K. Zohi,775000,22,64"
"I. Jukić,625000,22,64"
"P. Müller,600000,24,64"
"T. Rehfeldt,500000,25,64"
"A. Vanins,30000,38,64"
"S. Leyton,600000,25,64"
"D. Delaney,60000,37,64"
"Zhou Haibin,260000,33,64"
"Hugo Duro,950000,19,64"
"B. Fernández,550000,27,64"
"L. Miller,210000,35,64"
"S. Demhasaj,775000,22,64"
"Àlex Corredera,625000,22,64"
"S. Matuszek,350000,30,64"
"I. Cacheiro,575000,25,64"
"M. Wagner,400000,32,64"
"L. McGee,550000,23,64"
"J. Hamilton,450000,24,64"
"P. Camara,425000,26,64"
"Gerard Oliva,475000,29,64"
"L. Pérez,350000,29,64"
"K. Onose,550000,25,64"
"J. Augustinsson,575000,22,64"
"G. Zajkov,525000,24,64"
"M. O'Hara,675000,23,64"
"D. Massey,325000,30,64"
"Valery,925000,19,64"
"Mika,725000,21,64"
"V. Screciu,850000,19,64"
"G. Mebrahtu,475000,28,64"
"Lucas Ribeiro,875000,20,64"
"Fran García,825000,19,64"
"D. Lewington,130000,34,64"
"K. Walker,450000,29,64"
"D. Ernst,375000,28,64"
"M. Vitale,700000,21,64"
"A. Mucolli,925000,19,64"
"A. Al Bishi,600000,24,64"
"P. Jerez,170000,33,64"
"L. Mai,850000,18,64"
"J. Chancellor,,27,64"
"E. Gyasi,550000,25,64"
"J. García,475000,28,64"
"F. Affolter,450000,27,64"
"J. Ibarra,425000,30,64"
"M. Ngombo,650000,23,64"
"C. Lustenberger,300000,32,64"
"A. Morgan,375000,28,64"
"J. Maurer,300000,30,64"
"U. Saltnes,550000,26,64"
"A. Camigliano,525000,24,64"
"N. Bertocchi,425000,29,64"
"M. Ingebrigtsen,700000,22,64"
"C. Álvarez,575000,26,64"
"P. Schmidt,625000,25,64"
"J. Grant,425000,31,64"
"Guillem Jaime,975000,20,64"
"R. Sweeney,575000,21,64"
"B. Touré,600000,24,64"
"Kim Shin,625000,23,64"
"P. Schorr,500000,24,64"
"J. O'Sullivan,575000,25,64"
"M. Schimpelsberger,375000,28,64"
"S. Davies,425000,31,64"
"R. Arciero,500000,25,64"
"D. Wheeler,475000,28,64"
"F. Darwish,425000,27,64"
"M. Hansson,400000,29,64"
"D. Cornelius,650000,21,64"
"C. Davies,350000,33,64"
"G. Rivas,650000,23,64"
"Steven Prieto,775000,21,64"
"C. Rojas,260000,33,64"
"V. Milke,575000,24,64"
"R. Jackson,375000,28,64"
"J. Reimerink,450000,29,64"
"Álex Centelles,700000,19,64"
"C. Tilt,475000,27,64"
"O. Atasayar,500000,24,64"
"T. Dieng,450000,26,64"
"R. Raveloson,575000,22,64"
"Kim Ho Nam,425000,29,64"
"S. Neville,350000,30,64"
"G. Kongshavn,350000,28,64"
"R. Grzyb,110000,36,64"
"A. Dozzell,950000,19,64"
"A. Walkes,575000,22,64"
"Han Kook Young,450000,28,64"
"C. Nöthe,425000,31,64"
"D. Serna,600000,24,64"
"M. Chergui,450000,30,64"
"I. Faraj,975000,20,64"
"K. Dobras,525000,26,64"
"L. Kalludra,525000,27,64"
"D. Osei Yaw,750000,20,64"
"M. Gebers,260000,32,64"
"N. Karger,525000,26,64"
"R. Bowman,500000,27,64"
"A. Aremu,850000,19,64"
"S. Ylätupa,800000,19,64"
"M. Heinloth,425000,27,64"
"J. Aguirre,575000,22,64"
"G. Loiacono,400000,27,64"
"M. Soisalo,775000,20,64"
"Hong Jeong Un,575000,24,64"
"P. Ceccaroni,525000,23,64"
"J. Aigner,160000,37,64"
"A. Gilliead,625000,23,64"
"Kim Soo Beom,375000,28,64"
"Z. Ounalli,575000,25,64"
"A. Danzi,700000,20,64"
"H. Weigelt,725000,21,64"
"Z. Sanogo,750000,22,64"
"C. Nielsen,575000,24,64"
"M. Pedersen,375000,29,64"
"A. Rizzo,700000,21,64"
"T. Amang,825000,21,64"
"S. Piesinger,450000,26,64"
"D. Perquis,140000,34,64"
"B. Hamill,475000,26,64"
"J. García,350000,29,64"
"G. Martínez,450000,30,64"
"M. Ferrier,600000,24,64"
"M. Martínez,425000,27,64"
"Bruno Silva,475000,26,64"
"N. Knight-Percival,300000,31,64"
"Y. Demoncy,575000,22,64"
"L. Gonnelli,525000,25,64"
"R. Moreira,775000,22,64"
"M. Wieteska,575000,22,64"
"M. Meilinger,475000,27,64"
"G. Álvarez,,26,64"
"Romera,325000,31,64"
"Eric García,800000,18,64"
"A. Al Nemer,525000,27,64"
"K. Baccus,450000,27,64"
"M. Cebula,600000,23,64"
"O. Ademi,550000,27,64"
"D. Hofbauer,475000,28,64"
"Lee Dong Su,625000,24,64"
"J. Clarke,500000,24,64"
"A. Zamora,450000,27,64"
"A. Marin,975000,18,64"
"R. Iio,475000,28,64"
"A. Bernede,750000,19,64"
"I. Çipe,425000,24,64"
"N. Delgadillo,1000000,21,64"
"R. Pietrzak,425000,27,64"
"S. Mamba,600000,24,64"
"M. Ellingsen,650000,23,64"
"L. Ainsworth,425000,31,64"
"P. Schmidt,725000,20,64"
"Joaninho Chagas,425000,31,64"
"K. Bryan,675000,22,64"
"M. Harriman,425000,26,64"
"S. Svarnas,575000,24,64"
"R. Hardie,825000,21,64"
"N. Fitzgerald,475000,27,64"
"M. Szczepaniak,475000,28,64"
"L. Geertruida,800000,18,64"
"M. Dembélé,675000,21,64"
"Kiki,525000,24,64"
"Dolly Menga,575000,25,64"
"K. Furuhashi,600000,24,64"
"A. Masuyama,600000,22,64"
"B. Jopek,600000,25,64"
"J. Méndez,500000,24,64"
"Marcelo Freitas,575000,24,64"
"D. Frieser,550000,25,64"
"A. Pierre,500000,26,64"
"Cidinho,575000,26,64"
"J. Arvidsson,170000,34,64"
"Zhao Honglue,350000,29,64"
"J. Bowery,550000,27,64"
"C. Gustafsson,375000,31,64"
"André Sousa,675000,21,64"
"T. Nishimura,625000,22,64"
"R. Mmaee,700000,21,64"
"Z. Gordon,475000,25,64"
"H. Sulaimani,,42,64"
"J. Ward,675000,23,64"
"B. Stevenson,775000,21,64"
"J. Szmatuła,30000,37,64"
"P. Sweeney,475000,24,64"
"A. Carleton,925000,18,64"
"A. Fukuta,525000,26,64"
"S. Al Ghannam,500000,24,64"
"P. Salomon,425000,30,64"
"F. Bechtholdt,475000,25,64"
"M. Chacón,575000,24,64"
"L. Wales,625000,21,64"
"Zhu Jianrong,550000,27,64"
"R. Cepeda,625000,24,64"
"N. Fazzi,600000,24,64"
"P. Staikos,600000,23,64"
"Claudio Mouria,475000,27,64"
"M. Vitzthum,450000,26,64"
"B. Rowe,350000,30,64"
"C. Reilly,575000,25,64"
"E. Loiodice,975000,18,64"
"T. Gebauer,60000,36,64"
"F. Nouble,475000,27,64"
"D. Moxey,250000,33,64"
"T. Berni,110000,36,64"
"Y. Díaz,525000,26,64"
"R. Poole,725000,20,64"
"B. Bellot,300000,28,64"
"C. Thompson,575000,25,64"
"C. Orrantía,375000,28,64"
"M. Adams,600000,22,64"
"J. Kusukami,425000,31,64"
"S. Saucedo,725000,22,64"
"A. Seck,475000,26,64"
"S. Meusburger,500000,25,64"
"J. Colman,775000,20,64"
"A. Obispo,875000,20,64"
"K. Fila,675000,20,64"
"J. Martínez,450000,25,64"
"Arthur Silva,575000,23,64"
"Y. Andia,525000,26,64"
"M. Browne,1000000,21,64"
"F. Alastra,600000,21,64"
"P. Zieliński,375000,28,64"
"A. Sarcevic,525000,26,64"
"S. Sosa,875000,20,64"
"B. Stokke,475000,28,64"
"M. Haas,500000,22,64"
"F. Björkén,375000,28,64"
"M. Andersen,950000,19,64"
"Vasquão Junior,325000,31,64"
"A. Rodríguez,575000,26,64"
"S. Coulibaly,550000,24,64"
"L. Leahy,425000,26,64"
"X. Tomas,260000,33,64"
"J. Donacien,500000,25,64"
"R. Foster,250000,33,64"
"J. Obrian,700000,23,64"
"Seo Myeong Won,625000,23,64"
"S. Hoare,525000,24,64"
"E. Pereyra,875000,20,64"
"E. Huth,750000,22,64"
"S. Surridge,850000,20,64"
"D. Wynne,500000,23,64"
"D. Islamovic,600000,25,64"
"Z. Jovanovic,400000,32,64"
"Cho Soo Hyuk,270000,31,64"
"I. González,575000,25,64"
"Pablo Fernández,675000,22,64"
"K. Oiwa,375000,29,64"
"D. Bertaud,650000,20,64"
"M. Torres,700000,22,64"
"R. Kiernan,425000,28,64"
"E. Oti Essigba,725000,22,64"
"R. Griffiths,325000,30,64"
"D. Donohue,450000,25,64"
"J. Teunckens,525000,21,64"
"O. Custodio,600000,24,64"
"A. Ivan,625000,24,64"
"A. Dobos,925000,18,64"
"T. Pope,350000,33,64"
"K. Enghardt,450000,26,64"
"Y. Hiraoka,260000,32,64"
"F. Marquet,600000,23,64"
"D. Berntsen,575000,25,64"
"M. Bakenga,575000,26,64"
"F. Al Masrahi,400000,26,64"
"M. Matras,425000,28,64"
"A. Bischoff,375000,31,64"
"K. Nakamura,550000,25,64"
"W. Vorsager,600000,21,64"
"V. Bergan,550000,24,64"
"W. Burns,625000,24,64"
"E. Moreno,575000,25,64"
"D. Cáceres,700000,21,64"
"Vagner,700000,23,64"
"N. Hazazi,450000,26,64"
"Peixotacinho,140000,35,64"
"C. Amissi,525000,28,65"
"M. Rahn,500000,28,65"
"L. Bogdan,675000,22,65"
"F. Okenabirhie,775000,23,65"
"J. Córdoba,400000,31,65"
"G. Beretta,650000,26,65"
"Yang Jun A,425000,29,65"
"M. Ortíz,,29,65"
"A. Matusiwa,775000,20,65"
"N. Falasco,575000,25,65"
"J. Dall'Oglio,625000,26,65"
"G. Morrissey,525000,27,65"
"A. Thompson,550000,26,65"
"D. Ball,550000,29,65"
"M. Álvarez,425000,30,65"
"N. Sessa,750000,22,65"
"M. Eisa,775000,24,65"
"Benito,800000,23,65"
"D. Van den Buijs,625000,23,65"
"O. Hadžikić,550000,22,65"
"H. Memolla,550000,26,65"
"S. Al Rubaie,625000,24,65"
"K. Osorio,700000,25,65"
"A. Sandona,600000,25,65"
"P. Parzyszek,725000,25,65"
"K. Tokstad,575000,27,65"
"G. Wüthrich,725000,24,65"
"N. Ansell,625000,25,65"
"C. Hemlein,575000,28,65"
"T. Mokoena,,22,65"
"Yang Sang Min,160000,34,65"
"M. Jakoliš,775000,22,65"
"J. Tveita,525000,27,65"
"D. Henry,600000,25,65"
"Caíque,725000,25,65"
"K. Michalak,925000,21,65"
"J. Schryvers,675000,21,65"
"M. Riascos,575000,27,65"
"C. Evina,450000,27,65"
"S. Ringstad,525000,27,65"
"M. McKay,130000,36,65"
"A. Layouni,650000,26,65"
"G. Nepomuceno,650000,26,65"
"G. Castrovilli,875000,22,65"
"K. Taketomi,575000,28,65"
"E. Zenga,675000,26,65"
"A. Rodman,475000,32,65"
"V. Sierro,825000,23,65"
"S. Abdul-Salaam,525000,27,65"
"E. Käck,425000,29,65"
"J. Valencia,750000,24,65"
"Isma Cerro,750000,23,65"
"A. Dercho,350000,32,65"
"T. Edwards,1000000,20,65"
"M. Opondo,875000,21,65"
"T. Albutat,600000,26,65"
"Felipe,575000,25,65"
"H. Opdal,70000,36,65"
"T. Domgjoni,1100000,20,65"
"A. Mallé,1000000,20,65"
"O. Hawkins,675000,26,65"
"K. Edwards,975000,21,65"
"S. Scougall,675000,26,65"
"L. Mosquera,400000,29,65"
"L. Holmes,475000,31,65"
"F. Morais,400000,33,65"
"M. Pink,575000,28,65"
"R. Zelaya,550000,30,65"
"F. Kent,750000,23,65"
"O. Abdulaziz,160000,35,65"
"F. Dick,210000,34,65"
"A. Wildig,625000,26,65"
"L. Justiniano,,26,65"
"M. Vázquez,675000,26,65"
"A. Erceg,550000,29,65"
"Park Dae Han,450000,27,65"
"M. Lorenzen,725000,24,65"
"N. Avellaneda,500000,26,65"
"J. Lopy,625000,26,65"
"M. Dube,550000,26,65"
"J. Masson,850000,20,65"
"Javi Jiménez,700000,21,65"
"O. Rathbone,825000,22,65"
"A. O'Neill,925000,20,65"
"Fernando,475000,28,65"
"J. Edwards,550000,28,65"
"C. Trueman,675000,22,65"
"N. Besler,600000,25,65"
"Iván Márquez,600000,24,65"
"J. Caenepeel,775000,22,65"
"V. Ramis,725000,24,65"
"João Nunes,600000,23,65"
"U. Nayir,725000,25,65"
"S. Mrowca,575000,25,65"
"J. Clark,675000,25,65"
"I. Akdağ,525000,27,65"
"E. Birniçan,375000,30,65"
"C. Giousis,1200000,20,65"
"L. Putaro,775000,22,65"
"S. Bakış,725000,24,65"
"A. Al Sulayhim,575000,24,65"
"Marcelo,600000,24,65"
"M. Antonucci,1200000,19,65"
"H. Chapman,1200000,21,65"
"F. Viáfara,525000,26,65"
"G. Thomas,925000,21,65"
"C. Mancilla,625000,25,65"
"M. Hernandez,550000,27,65"
"J. Dalé,425000,33,65"
"L. Di Matteo,500000,31,65"
"A. Ogogo,525000,29,65"
"G. Deegan,400000,31,65"
"K. Shelton,725000,25,65"
"T. Rühle,575000,28,65"
"D. Bouzanis,375000,28,65"
"Muñoz,800000,21,65"
"J. Clarke,1100000,18,65"
"José Lara,1100000,19,65"
"Fan Yunlong,525000,29,65"
"Y. Mena,550000,29,65"
"J. Blomberg,475000,31,65"
"K. Haraldseid,575000,25,65"
"Berrocal,1000000,19,65"
"C. Jakobsen,675000,25,65"
"F. Mendy,625000,25,65"
"C. Long,775000,24,65"
"Urko Vera,475000,31,65"
"B. Tsonev,,23,65"
"S. Pawłowski,475000,32,65"
"Luquinhas,775000,22,65"
"Marquitos,475000,31,65"
"B. Smith,600000,24,65"
"M. Erb,500000,28,65"
"C. Benavídez,775000,20,65"
"A. Cistana,775000,21,65"
"G. Perea,550000,27,65"
"S. Lundholm,725000,24,65"
"G. Halford,220000,34,65"
"Jorge Cuenca,850000,19,65"
"M. Epps,750000,24,65"
"B. Mason,800000,21,65"
"F. Rodríguez,300000,33,65"
"N. Lavanchy,600000,25,65"
"M. Budziński,450000,28,65"
"J. Dacres-Cogley,700000,22,65"
"O. Sidibé,220000,33,65"
"K. Moleko,425000,29,65"
"H. Radetinac,425000,33,65"
"Y. Barnawi,575000,25,65"
"R. Mišlov,400000,30,65"
"A. Hopmark,550000,27,65"
"N. Kuipers,575000,26,65"
"Kim Yong Hwan,575000,25,65"
"A. Cairns,525000,26,65"
"L. Giovini,70000,37,65"
"A. Vallci,700000,23,65"
"S. Takahashi,425000,28,65"
"V. Damascan,1200000,20,65"
"S. Kroll,600000,21,65"
"J. Bree,925000,21,65"
"P. Breier,650000,27,65"
"S. Calvano,650000,25,65"
"T. Mickel,375000,29,65"
"Y. Amankwah,425000,30,65"
"Aitor Ruibal,850000,22,65"
"L. González,575000,28,65"
"H. Otani,220000,34,65"
"R. Amin,750000,23,65"
"P. González,675000,26,65"
"D. Mayor,550000,28,65"
"K. Veendorp,725000,22,65"
"Park Yi-Young,600000,24,65"
"L. Jäger,625000,25,65"
"Z. Ismail,675000,25,65"
"E. Upson,525000,29,65"
"Kweon Han Jin,400000,30,65"
"T. Cancellotti,625000,26,65"
"C. Bayala,750000,22,65"
"A. Olliero,525000,23,65"
"M. Valjent,625000,23,65"
"M. Fellah,525000,29,65"
"S. Daham,825000,23,65"
"Noblejas,600000,25,65"
"J. Duncan,475000,25,65"
"F. Boyer,500000,27,65"
"D. Ojeda,300000,33,65"
"A. Crognale,675000,24,65"
"B. Konaté,650000,22,65"
"A. Ciranni,650000,22,65"
"T. Rieder,625000,25,65"
"M. Lundemo,750000,24,65"
"J. Ayala,350000,30,65"
"A. Abdu Jaber,750000,22,65"
"R. Janssen,425000,28,65"
"K. Matsubara,650000,22,65"
"Liu Dianzuo,375000,28,65"
"B. Dickenson,650000,26,65"
"J. Reinhardt,400000,30,65"
"A. Gaich,1200000,20,65"
"J. Pendant,725000,22,65"
"F. Jamnig,575000,28,65"
"Ángel Galván,525000,25,65"
"L. Schwechlen,400000,29,65"
"M. Belkhiter,525000,27,65"
"D. Volkmer,650000,22,65"
"D. Ball,650000,23,65"
"F. Kath,700000,24,65"
"J. Willis,650000,24,65"
"A. Sabiri,925000,22,65"
"N. Ishihara,350000,34,65"
"H. Matthys,650000,23,65"
"L. James,500000,31,65"
"P. Jaquez,750000,23,65"
"Shim Dong Woon,525000,29,65"
"J. Washausen,425000,30,65"
"O. Gnjatić,550000,27,65"
"S. Grether,550000,26,65"
"Jeong Hyuk,400000,32,65"
"J. Brown,400000,29,65"
"J. Dacosta,675000,22,65"
"H. Guy,325000,34,65"
"M. Di Gennaro,650000,24,65"
"D. Worrall,550000,28,65"
"A. Koita,900000,20,65"
"J. Jones,875000,21,65"
"M. Hairston,575000,24,65"
"C. Irwin,425000,29,65"
"A. Tahar,450000,29,65"
"C. Ekuban,750000,24,65"
"L. Kelly,675000,23,65"
"Ka Sol Heon,450000,28,65"
"S. Karamoko,550000,26,65"
"P. Sontheimer,900000,20,65"
"S. Ngezana,650000,21,65"
"Oh Jae Suk,425000,29,65"
"Carlos Nieto,625000,22,65"
"B. King,725000,24,65"
"S. Madden,400000,30,65"
"Igor,825000,21,65"
"J. Ngoy,1200000,21,65"
"Moon Chang Jin,650000,25,65"
"Wang Gang,400000,30,65"
"G. Whyte,800000,23,65"
"M. Al Shalhoub,180000,38,65"
"M. de Fockert,550000,24,65"
"P. Nymann,120000,36,65"
"D. Bejarano,,27,65"
"L. Parodi,800000,23,65"
"A. Gory,875000,22,65"
"L. Chávez,750000,23,65"
"Aitor,350000,32,65"
"J. Contreras,550000,24,65"
"S. Reese,600000,25,65"
"R. Janicki,575000,26,65"
"G. Gigliotti,450000,29,65"
"Y. Adli,1100000,18,65"
"E. Oelschlägel,600000,23,65"
"C. Morrison,975000,19,65"
"B. Cargill,825000,23,65"
"Francisco Júnior,575000,27,65"
"M. Tavernier,1200000,19,65"
"D. Gnaase,750000,22,65"
"A. Rinomhota,1100000,21,65"
"C. Jopia,450000,27,65"
"A. Tshibola,700000,24,65"
"G. Kusunga,400000,30,65"
"B. Pringle,525000,30,65"
"N. Manzambi,1200000,21,65"
"Nito Carbelho,600000,27,65"
"B. Akintola,750000,23,65"
"T. Haye,700000,24,65"
"K. Miyahara,675000,22,65"
"A. Verschueren,600000,21,65"
"G. Zakuani,300000,32,65"
"K. Jackson,700000,25,65"
"G. Karlen,700000,25,65"
"D. Tadić,550000,28,65"
"A. Jakobsen,750000,24,65"
"A. Sabbione,575000,27,65"
"M. Samuelsen,925000,21,65"
"A. Power,400000,31,65"
"G. Notsuda,700000,24,65"
"E. Smith,700000,22,65"
"A. Syhre,625000,23,65"
"S. Marzo,450000,27,65"
"C. Gutiérrez,425000,29,65"
"S. Mölders,350000,33,65"
"A. Raineau,300000,32,65"
"Aguado,900000,22,65"
"Hu Jinghang,825000,21,65"
